Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,DiscountUnitPrice,Sales,Quantity,Discount,Profit,ProductCost,TotalCost,DiscountValue,OriginalSaleValue
3620,CA-2017-141929,09-04-17,09-08-17,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,217.85,5,0,65.355,30.499,152.495,0,217.85
3621,CA-2016-109743,9/22/2016,9/29/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,13.592,40.776,3,0.2,4.5873,12.0629,36.1887,8.1552,48.9312
3622,CA-2016-109743,9/22/2016,9/29/2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Smyrna,Tennessee,37167,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,63.936,8,0.2,5.5944,7.2927,58.3416,12.7872,76.7232
3623,CA-2014-159184,9/14/2014,9/19/2014,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",28.48,142.4,5,0,52.688,17.9424,89.712,0,142.4
3624,CA-2014-159184,9/14/2014,9/19/2014,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,3.58,7.16,2,0,3.4368,1.8616,3.7232,0,7.16
3625,CA-2017-113530,5/19/2017,5/21/2017,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",56.784,681.408,12,0.2,42.588,53.235,638.82,136.2816,817.6896
3626,CA-2017-113530,5/19/2017,5/21/2017,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,1.76,3.52,2,0,1.0208,1.2496,2.4992,0,3.52
3627,CA-2017-113530,5/19/2017,5/21/2017,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58,5.58,1,0,1.395,4.185,4.185,0,5.58
3628,CA-2017-113530,5/19/2017,5/21/2017,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,36.32,1,0,10.896,25.424,25.424,0,36.32
3629,CA-2014-169726,08-09-14,8/13/2014,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,294.392,2060.744,7,0.2,643.9825,202.3945,1416.7615,412.1488,2472.8928
3630,CA-2017-155957,11/26/2017,11/30/2017,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,17.424,52.272,3,0.2,9.801,14.157,42.471,10.4544,62.7264
3631,CA-2017-155957,11/26/2017,11/30/2017,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,30.448,213.136,7,0.2,23.9778,27.0226,189.1582,42.6272,255.7632
3632,CA-2017-132178,05-03-17,05-08-17,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,69.52,2,0,19.4656,25.0272,50.0544,0,69.52
3633,CA-2017-132178,05-03-17,05-08-17,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,95.43,763.44,8,0,45.8064,89.7042,717.6336,0,763.44
3634,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,2.304,9.216,4,0.2,3.3408,1.4688,5.8752,1.8432,11.0592
3635,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,5.994,41.958,7,0.4,-9.7902,7.3926,51.7482,16.7832,58.7412
3636,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,44.784,89.568,2,0.2,32.4684,28.5498,57.0996,17.9136,107.4816
3637,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",7.416,22.248,3,0.2,7.5087,4.9131,14.7393,4.4496,26.6976
3638,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",83.72,334.88,4,0.2,29.302,76.3945,305.578,66.976,401.856
3639,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,21.184,148.288,7,0.2,29.6576,16.9472,118.6304,29.6576,177.9456
3640,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624,4.624,1,0.2,1.6762,2.9478,2.9478,0.9248,5.5488
3641,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",25.56,178.92,7,0.2,-29.0745,29.7135,207.9945,35.784,214.704
3642,CA-2016-145177,11-10-16,11/14/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,9.984,69.888,7,0.7,-46.592,16.64,116.48,48.9216,118.8096
3643,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,243.992,487.984,2,0.2,152.495,167.7445,335.489,97.5968,585.5808
3644,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,47.3,2,0,12.298,17.501,35.002,0,47.3
3645,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,4.13,1,0,1.1564,2.9736,2.9736,0,4.13
3646,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",31.024,155.12,5,0.2,50.414,20.9412,104.706,31.024,186.144
3647,CA-2014-146528,7/25/2014,7/27/2014,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,6.48,6.48,1,0,3.1752,3.3048,3.3048,0,6.48
3648,CA-2014-146528,7/25/2014,7/27/2014,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.88,15.52,4,0,4.5008,2.7548,11.0192,0,15.52
3649,CA-2015-168459,11/22/2015,11/27/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1.473,2.946,2,0.7,-2.0622,2.5041,5.0082,2.0622,5.0082
3650,CA-2015-168459,11/22/2015,11/27/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",9.184,55.104,6,0.2,18.5976,6.0844,36.5064,11.0208,66.1248
3651,CA-2017-109960,12-09-17,12-11-17,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,104.88,6,0,41.952,10.488,62.928,0,104.88
3652,CA-2017-109960,12-09-17,12-11-17,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,6.94,34.7,5,0,12.492,4.4416,22.208,0,34.7
3653,CA-2017-109960,12-09-17,12-11-17,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,8.43,33.72,4,0,15.5112,4.5522,18.2088,0,33.72
3654,CA-2017-109960,12-09-17,12-11-17,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,4.98,14.94,3,0,7.0218,2.6394,7.9182,0,14.94
3655,CA-2017-133004,8/31/2017,09-05-17,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Lawrence,Indiana,46226,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,638.73,9,0,166.0698,52.5178,472.6602,0,638.73
3656,CA-2017-168102,4/24/2017,4/30/2017,Standard Class,CP-12340,Christine Phan,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,56.784,113.568,2,0.2,-21.294,67.431,134.862,22.7136,136.2816
3657,CA-2017-158036,09-08-17,9/14/2017,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Dublin,Ohio,43017,East,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,9.096,1,0.2,1.7055,7.3905,7.3905,1.8192,10.9152
3658,CA-2015-128083,03-12-15,3/17/2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,2.896,8.688,3,0.2,2.9322,1.9186,5.7558,1.7376,10.4256
3659,CA-2015-128083,03-12-15,3/17/2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",7.72,30.88,4,0.2,3.86,6.755,27.02,6.176,37.056
3660,CA-2015-128083,03-12-15,3/17/2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,2.136,6.408,3,0.2,1.4418,1.6554,4.9662,1.2816,7.6896
3661,CA-2016-161676,7/18/2016,7/23/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,85301,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",6.76,33.8,5,0.2,4.225,5.915,29.575,6.76,40.56
3662,CA-2016-155005,6/13/2016,6/15/2016,Second Class,SC-20050,Sample Company A,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,125.99,377.97,3,0,94.4925,94.4925,283.4775,0,377.97
3663,US-2017-129777,07-03-17,07-09-17,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",25.89,258.9,10,0,93.204,16.5696,165.696,0,258.9
3664,US-2017-129777,07-03-17,07-09-17,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,12.28,24.56,2,0,11.5432,6.5084,13.0168,0,24.56
3665,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,27.888,7,0.2,9.0636,2.6892,18.8244,5.5776,33.4656
3666,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",1.614,6.456,4,0.7,-4.5192,2.7438,10.9752,4.5192,10.9752
3667,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,17.56,52.68,3,0.2,19.755,10.975,32.925,10.536,63.216
3668,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,2.776,13.88,5,0.2,-2.6025,3.2965,16.4825,2.776,16.656
3669,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,10.392,103.92,10,0.2,-18.186,12.2106,122.106,20.784,124.704
3670,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,2.304,11.52,5,0.2,3.744,1.5552,7.776,2.304,13.824
3671,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,5.184,10.368,2,0.2,3.6288,3.3696,6.7392,2.0736,12.4416
3672,CA-2014-129364,12-08-14,12/13/2014,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,13.024,39.072,3,0.2,2.9304,12.0472,36.1416,7.8144,46.8864
3673,CA-2016-104969,04-08-16,4/14/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,8.872,1,0.2,3.2161,5.6559,5.6559,1.7744,10.6464
3674,CA-2016-104969,04-08-16,4/14/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,20.184,121.104,6,0.7,-100.92,37.004,222.024,84.7728,205.8768
3675,CA-2017-154109,11-06-17,11-11-17,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,127.372,2,0.3,-30.9332,79.1526,158.3052,38.2116,165.5836
3676,CA-2017-154109,11-06-17,11-11-17,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,15.984,47.952,3,0.2,16.1838,10.5894,31.7682,9.5904,57.5424
3677,CA-2015-156440,12-05-15,12-09-15,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,44.46,2,0,14.6718,14.8941,29.7882,0,44.46
3678,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,3.95,15.8,4,0,5.056,2.686,10.744,0,15.8
3679,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,154.99,464.97,3,0,209.2365,85.2445,255.7335,0,464.97
3680,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,181.96,2,0,20.0156,80.9722,161.9444,0,181.96
3681,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",4.13,12.39,3,0,5.6994,2.2302,6.6906,0,12.39
3682,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",28.03,84.09,3,0,42.045,14.015,42.045,0,84.09
3683,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,19.84,79.36,4,0,32.5376,11.7056,46.8224,0,79.36
3684,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,17.04,153.36,9,0,70.5456,9.2016,82.8144,0,153.36
3685,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,7.28,43.68,6,0,21.4032,3.7128,22.2768,0,43.68
3686,CA-2015-132626,07-09-15,7/14/2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,98.21,7,0,28.4809,9.9613,69.7291,0,98.21
3687,CA-2016-102792,12/13/2016,12/19/2016,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,92503,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,3.28,9.84,3,0,3.2472,2.1976,6.5928,0,9.84
3688,CA-2016-108567,5/20/2016,5/24/2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,34952,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,1.347,2.694,2,0.7,-2.245,2.4695,4.939,1.8858,4.5798
3689,CA-2017-140760,06-02-17,06-05-17,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),4.224,25.344,6,0.2,7.92,2.904,17.424,5.0688,30.4128
3690,CA-2017-140760,06-02-17,06-05-17,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.784,43.92,5,0.2,15.921,5.5998,27.999,8.784,52.704
3691,US-2015-131359,10/30/2015,11-02-15,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,29.997,59.994,2,0.7,-45.9954,52.9947,105.9894,41.9958,101.9898
3692,US-2015-131359,10/30/2015,11-02-15,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.992,439.992,1,0.2,164.997,274.995,274.995,87.9984,527.9904
3693,US-2015-131359,10/30/2015,11-02-15,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,17.592,87.96,5,0.2,30.786,11.4348,57.174,17.592,105.552
3694,US-2015-131359,10/30/2015,11-02-15,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",3.872,15.488,4,0.2,3.6784,2.9524,11.8096,3.0976,18.5856
3695,CA-2016-142097,10/15/2016,10/20/2016,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28,232.96,7,0,116.48,16.64,116.48,0,232.96
3696,CA-2016-142097,10/15/2016,10/20/2016,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,66.54,6,0,32.6046,5.6559,33.9354,0,66.54
3697,CA-2016-142097,10/15/2016,10/20/2016,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,14.42,43.26,3,0,14.2758,9.6614,28.9842,0,43.26
3698,CA-2015-151680,11/19/2015,11/21/2015,Second Class,TC-21475,Tony Chapman,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",70.98,141.96,2,0,22.7136,59.6232,119.2464,0,141.96
3699,CA-2014-140039,9/13/2014,9/17/2014,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Tempe,Arizona,85281,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,15.88,79.4,5,0.2,5.955,14.689,73.445,15.88,95.28
3700,CA-2017-160416,11/13/2017,11/18/2017,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Yonkers,New York,10701,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,40.99,163.96,4,0,70.5028,23.3643,93.4572,0,163.96
3701,CA-2017-169411,12/24/2017,12/29/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,37.93,1,0,6.8274,31.1026,31.1026,0,37.93
3702,CA-2016-126543,01-09-16,1/13/2016,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,43615,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",7.584,15.168,2,0.2,3.792,5.688,11.376,3.0336,18.2016
3703,CA-2015-104941,6/13/2015,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,24.78,6,0,6.9384,2.9736,17.8416,0,24.78
3704,CA-2015-104941,6/13/2015,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38,19.14,3,0,8.8044,3.4452,10.3356,0,19.14
3705,CA-2015-104941,6/13/2015,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,299.99,899.97,3,0,314.9895,194.9935,584.9805,0,899.97
3706,CA-2015-104941,6/13/2015,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,6.48,32.4,5,0,15.552,3.3696,16.848,0,32.4
3707,CA-2017-160087,3/18/2017,3/22/2017,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,7.944,23.832,3,0.2,6.5538,5.7594,17.2782,4.7664,28.5984
3708,CA-2014-120544,11/23/2014,11/27/2014,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,3.184,6.368,2,0.6,-2.5472,4.4576,8.9152,3.8208,10.1888
3709,CA-2014-120544,11/23/2014,11/27/2014,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",11.392,34.176,3,0.8,-87.1488,40.4416,121.3248,27.3408,61.5168
3710,CA-2014-120544,11/23/2014,11/27/2014,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.792,5.544,7,0.2,1.6632,0.5544,3.8808,1.1088,6.6528
3711,CA-2017-113670,10/15/2017,10/17/2017,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,170.08,510.24,3,0.2,6.378,167.954,503.862,102.048,612.288
3712,CA-2017-113670,10/15/2017,10/17/2017,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,40.99,204.95,5,0,100.4255,20.9049,104.5245,0,204.95
3713,CA-2017-166198,4/21/2017,4/24/2017,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,11.54,1,0,3.462,8.078,8.078,0,11.54
3714,CA-2017-166198,4/21/2017,4/24/2017,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,54.2,162.6,3,0,34.146,42.818,128.454,0,162.6
